,ts,ts,id,popularity_score,popularity_diff
,min,max,count,mean,
type,,,,,
park,2020-03-28 10:00:00,2020-03-29 19:00:00,304,1.7406626303304624,74.06626303304624
shopping_mall,2020-03-27 15:00:00,2020-03-29 19:00:00,1725,0.412280442603167,-58.7719557396833
supermarket,2020-03-27 15:00:00,2020-03-28 19:00:00,12782,0.6466398292166723,-35.33601707833277
transit_station,2020-03-22 12:00:00,2020-03-29 19:00:00,17971,0.3847351345132538,-61.52648654867462
